[-0.49489889, -0.60464436, -0.56623089, -0.48615572, -0.44551295, -0.43489167, -0.43355021, -0.46707755, -0.53406036, -0.69299221, -0.91466224, -1.2227199, -1.6156944, -1.9511783, -2.3401961, -2.6339121, -3.0111923, -3.3325996, -3.6693904, -3.9083526, -4.1600165, -4.2334614, -4.3425484, -4.3427634, -4.3325148, -4.249383, -3.9662788, -3.616307, -3.0505352, -2.5947876, -2.2754576, -2.067045, -1.900043, -1.7445015, -1.5689321, -1.3442428, -1.0573901, -0.89316523, -0.75675583, -0.77672684, -0.76823848, -0.83002186, -0.82221723, -0.80816668, -0.78844607, -0.56574643;
  -0.42089516, -0.55372721, -0.57640839, -0.55168402, -0.55518758, -0.5712086, -0.6203832, -0.6608057, -0.72498977, -0.88062179, -1.1500525, -1.5305904, -2.0382352, -2.4304104, -2.886548, -3.2219262, -3.6111772, -3.9305315, -4.1880989, -4.3966579, -4.5453186, -4.5919065, -4.6722136, -4.6998811, -4.6778884, -4.6425099, -4.4138455, -4.0821681, -3.5075233, -2.9884489, -2.6699102, -2.4489119, -2.3295684, -2.1898561, -2.0586452, -1.7408327, -1.3665059, -1.0692277, -0.87382001, -0.84514922, -0.85560322, -0.88183796, -0.83783501, -0.69850481, -0.63628936, -0.46130759;
  -0.41598892, -0.59222651, -0.67328727, -0.66218168, -0.73896861, -0.87715244, -0.93490118, -1.0279179, -1.0724268, -1.2258539, -1.5730815, -2.0248423, -2.5376565, -2.9690928, -3.3651714, -3.6958122, -4.0570631, -4.3320398, -4.5603485, -4.7190189, -4.7742748, -4.7872171, -4.8285866, -4.8112822, -4.8173304, -4.803844, -4.5978661, -4.2819357, -3.699266, -3.1281219, -2.7405896, -2.5849314, -2.4756427, -2.4296355, -2.2971039, -2.0284088, -1.5750806, -1.2190627, -0.98188591, -0.93658483, -0.99870074, -1.0230584, -0.89343709, -0.66340542, -0.55232942, -0.44665951;
  -0.47521996, -0.69111872, -0.83942932, -0.83821583, -1.0081387, -1.131301, -1.3258405, -1.4109595, -1.5495203, -1.6621779, -2.0399706, -2.4732304, -2.909421, -3.2609057, -3.6074405, -3.8853607, -4.2107663, -4.4314575, -4.662601, -4.7747669, -4.8302112, -4.8203311, -4.8508892, -4.8279161, -4.8167706, -4.7947164, -4.5863609, -4.2096615, -3.6512179, -3.0106258, -2.689559, -2.5522523, -2.5129247, -2.5408916, -2.4968016, -2.2507129, -1.8527063, -1.50405, -1.1840751, -1.1021991, -1.0652382, -1.0940516, -0.93253201, -0.73370874, -0.58504975, -0.47643352;
  -0.46112251, -0.78331345, -0.93324888, -1.000988, -1.2471175, -1.4643005, -1.731729, -1.8598627, -1.9717301, -2.0672863, -2.3893619, -2.6933398, -2.9845181, -3.2879093, -3.532568, -3.776834, -4.0446892, -4.2770929, -4.5169773, -4.6086731, -4.6698332, -4.6627674, -4.6868367, -4.6783977, -4.6847458, -4.704361, -4.4934297, -4.1395235, -3.5144839, -2.9072661, -2.5835612, -2.4521542, -2.4288764, -2.4858909, -2.4275377, -2.228178, -1.9618044, -1.6802709, -1.4232048, -1.3198066, -1.1889124, -1.0882776, -0.97390097, -0.74456465, -0.55789459, -0.4780857;
  -0.48718286, -0.8170619, -1.0183169, -1.1096139, -1.4721003, -1.7251527, -2.0207403, -2.1693335, -2.2640996, -2.3026118, -2.5112443, -2.7159152, -2.9389477, -3.1768596, -3.3446386, -3.5522182, -3.8071363, -4.0219398, -4.278677, -4.3696156, -4.4745097, -4.5119281, -4.5221481, -4.5254126, -4.516448, -4.5072155, -4.3049173, -3.9921045, -3.4122772, -2.8552959, -2.541517, -2.3954237, -2.3381777, -2.3671207, -2.3048408, -2.2073331, -2.0853753, -1.8898258, -1.6760201, -1.4994304, -1.3673477, -1.1373821, -1.0572836, -0.90728968, -0.70507473, -0.53653204;
  -0.44580659, -0.8457433, -1.1065712, -1.291784, -1.7179903, -1.9786656, -2.261951, -2.4334612, -2.5001736, -2.5238378, -2.6760814, -2.8250623, -2.970192, -3.1635711, -3.2837977, -3.4425285, -3.6520953, -3.889503, -4.0978479, -4.200161, -4.2556453, -4.2900524, -4.2868843, -4.3433113, -4.3140278, -4.3032846, -4.182447, -4.0114117, -3.5289092, -2.9720378, -2.6985717, -2.4859543, -2.3683758, -2.2948432, -2.2116809, -2.1628838, -2.1411719, -2.0292718, -1.9273012, -1.7368921, -1.5426005, -1.2369816, -1.0593747, -0.94042957, -0.76022267, -0.55142915;
  -0.41300541, -0.83791441, -1.1215549, -1.2982192, -1.7795408, -2.0054581, -2.339025, -2.505559, -2.5606675, -2.6157198, -2.7769516, -2.9069476, -3.0202386, -3.2090898, -3.2811821, -3.3813815, -3.5607774, -3.7369609, -3.902503, -3.9649916, -3.9894876, -4.0341334, -4.0332375, -4.0836291, -4.0334182, -3.9772043, -3.8785653, -3.8536849, -3.5821929, -3.1945693, -2.8570709, -2.637641, -2.4693544, -2.3116875, -2.1675889, -2.113976, -2.0364738, -1.9785888, -1.8351305, -1.7184191, -1.5479047, -1.2891052, -1.0563023, -0.93810022, -0.7378006, -0.5162369;
  -0.24386582, -0.5659318, -0.87671685, -1.1447878, -1.6383241, -1.906265, -2.3087416, -2.5086651, -2.5685563, -2.6494882, -2.8154235, -2.9394846, -2.9915757, -3.1563439, -3.1737285, -3.2581546, -3.3293457, -3.4281836, -3.5678439, -3.6399887, -3.6517782, -3.7035527, -3.7452426, -3.7661777, -3.6673143, -3.5907269, -3.5364838, -3.5371985, -3.4759891, -3.355052, -3.0994766, -2.736305, -2.5738609, -2.3840351, -2.2205067, -2.0571737, -1.8566192, -1.7203655, -1.6347425, -1.5940225, -1.4794372, -1.2883403, -1.1048038, -0.89973563, -0.6627264, -0.43264437;
  -0.15809616, -0.45448706, -0.73245156, -1.0195966, -1.446497, -1.6939943, -2.1739106, -2.3434141, -2.4298453, -2.4659348, -2.6484766, -2.7568297, -2.808171, -2.9238944, -2.9351168, -3.010577, -3.1041422, -3.1750016, -3.2809806, -3.318121, -3.2792063, -3.3296363, -3.4113758, -3.4822607, -3.4485555, -3.3718925, -3.2868552, -3.2790875, -3.218524, -3.1521888, -2.9955955, -2.7769299, -2.6117761, -2.4577658, -2.3067522, -2.0864148, -1.7917799, -1.5924848, -1.4677318, -1.4099897, -1.3004794, -1.14691, -1.021477, -0.81333125, -0.54162407, -0.32740682;
  -0.10107873, -0.40997586, -0.68628162, -0.98919809, -1.3300869, -1.6194422, -2.17012, -2.4332337, -2.5159225, -2.4854767, -2.7064807, -2.7626953, -2.780046, -2.8417144, -2.8322926, -2.8305359, -2.8654096, -2.9221618, -3.0164163, -3.0350673, -3.0737085, -3.0880718, -3.1479757, -3.1755123, -3.1878605, -3.1759863, -3.0863037, -3.0931804, -3.0593166, -3.0448854, -2.9596634, -2.8539913, -2.7300811, -2.5766413, -2.4524612, -2.1962147, -1.8778542, -1.5493603, -1.3626206, -1.2519845, -1.1573851, -0.98541802, -0.8432219, -0.62682855, -0.37442049, -0.226382;
  -0.063879818, -0.34019762, -0.63403046, -0.92547166, -1.2278261, -1.4696865, -2.0584345, -2.2890878, -2.3619361, -2.307992, -2.5312119, -2.5872326, -2.5515902, -2.6021764, -2.5756726, -2.5937467, -2.5837908, -2.6167159, -2.6782699, -2.6982098, -2.7864301, -2.8222847, -2.8720615, -2.9153085, -2.9474001, -2.9472511, -2.8822114, -2.8614948, -2.8225639, -2.7675815, -2.6831789, -2.587626, -2.5199752, -2.403419, -2.3299005, -2.1169014, -1.8729523, -1.563976, -1.3016938, -1.1794553, -1.0426208, -0.82825947, -0.59674805, -0.44924951, -0.33105081, -0.22341391;
  0.0042541968, -0.14706905, -0.35014611, -0.66194469, -0.97270405, -1.2404342, -1.8142707, -2.0716236, -2.0936735, -2.0232968, -2.2779284, -2.3136833, -2.263248, -2.3005819, -2.2999568, -2.3182056, -2.3292458, -2.3505671, -2.4077082, -2.4432461, -2.4947529, -2.5060177, -2.5106549, -2.5150928, -2.5625472, -2.6173301, -2.6338861, -2.6139913, -2.629849, -2.5391717, -2.4641335, -2.4019628, -2.3612163, -2.3212652, -2.2305737, -2.1138349, -1.8030075, -1.4798295, -1.2396054, -1.0823121, -0.96200025, -0.73435152, -0.39806223, -0.30271602, -0.25451708, -0.18298194;
